price,bhk,area,carpetarea,pricepersquare,additionalrooms,status,possesiondate,locality,projectname,age,roadfaceing,bathroom,floor,balconies,totalfloor,neworold,opensides,facing,overlooking,ownership,amenitiesavailable,amenitiesnot
2000000,1 BHK Apartment ,388 sq ft,310 sq ft,"₹ 5,154/ sq ft ",1 rooms( pooja room ),Under Construction,,Lonavala Road,,,45 feet,1,"2, ",1,4,New,2,West,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Landscaped Gardens,Wardrobe,TV,Sofa,BED","Children's play area,Sports Facility,Jogging Track,AC,Refrigerator,Wifi,Dining Table,Gas connection"
5200000,1 BHK Apartment ,711 sq ft,483 sq ft,"₹ 7,313/ sq ft ",,Ready to move,,Gahunje,Lodha Belmondo,0 - 1 year,,1,,1,,New,,,"Garden View, Pool View, Road View",,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,ATM,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED"
25000000,3 BHK Apartment ,"1,600 sq ft",1400 sq ft,"₹ 15,625/ sq ft ",,Ready to move,,Ashok Nagar,,0 - 1 year,40 feet,2,"2, ",1,6,New,2,North,"Corner, Garden View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6500000,2 BHK Apartment ,"1,250 sq ft",891 sq ft,"₹ 5,200/ sq ft ",,"Ready to move,Semi-Furnished",,Kondhwa,DSK Garden Enclave,7 - 8 years,,2,"5, ",2,7,Resale,3,East,,,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Landscaped Gardens,AC,Wardrobe,TV,BED","Lift Available,Sports Facility,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
6500000,2 BHK Apartment ,"1,500 sq ft",1100 sq ft,"₹ 4,333/ sq ft ",1 rooms( study room ),"Ready to move,Semi-Furnished",,Nigdi,BG Group Vastu,8 - 9 years,10 feet,2,"2, ",1,3,Resale,2,East,,,"Car Parking,Power Backup,24 X 7 Security,Wardrobe,BED","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
3177000,1 BHK Apartment ,676 sq ft,501 sq ft,"₹ 4,699/ sq ft ",,"Under Construction,Unfurnished",Jan 2018,Mundhwa,PGD Pinnacle,,,1,"1, ",,10,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track"
3177000,1 BHK Apartment ,676 sq ft,501 sq ft,"₹ 4,699/ sq ft ",,"Under Construction,Unfurnished",Jan 2018,Mundhwa,PGD Pinnacle,,,1,"3, ",,10,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track"
3177000,1 BHK Apartment ,676 sq ft,501 sq ft,"₹ 4,699/ sq ft ",,"Under Construction,Unfurnished",Jan 2018,Mundhwa,PGD Pinnacle,,,1,"4, ",,10,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track"
3177000,1 BHK Apartment ,676 sq ft,501 sq ft,"₹ 4,699/ sq ft ",,"Under Construction,Unfurnished",Jan 2018,Mundhwa,PGD Pinnacle,,,1,"6, ",,10,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track"
6300000,2 BHK Apartment ,809 sq ft,623 sq ft,"₹ 7,787/ sq ft ",,Under Construction,Jun 2021,Bavdhan,Puraniks Abitante Phase 1A,,80 feet,2,"5, ",2,15,New,3,West,"Corner, Garden View, Pool View",Freehold,"Children's play area,Club House,Swimming Pool,Multipurpose Room,Wardrobe","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
3177000,1 BHK Apartment ,676 sq ft,501 sq ft,"₹ 4,699/ sq ft ",,"Under Construction,Unfurnished",Jan 2018,Mundhwa,PGD Pinnacle,,,1,"5, ",,10,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track"
3177000,1 BHK Apartment ,676 sq ft,501 sq ft,"₹ 4,699/ sq ft ",,"Under Construction,Unfurnished",Jan 2018,Mundhwa,PGD Pinnacle,,,1,"7, ",,10,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track"
3177000,1 BHK Apartment ,676 sq ft,501 sq ft,"₹ 4,699/ sq ft ",,"Under Construction,Unfurnished",Jan 2018,Mundhwa,PGD Pinnacle,,,1,"8, ",,10,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track"
2800000,1 BHK Apartment ,660 sq ft,,"₹ 4,242/ sq ft ",,Ready to move,,Wagholi,Aarav Florista,1 - 2 years,150 feet,1,"4, ",2,10,New,1,East,Road View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Multipurpose Room,Landscaped Gardens","Club House,Sports Facility"
4800000,3 BHK Apartment ,"1,284 sq ft",,"₹ 3,738/ sq ft ",,"Ready to move,Unfurnished",,Wagholi,Agarwal Bhoomi Enclave,3 - 4 years,100 feet,2,"3, ",2,4,Resale,2,East,"Road View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",
11500000,3 BHK Independent House ,"2,500 sq ft",,"₹ 4,600/ sq ft ",,Ready to move,,Wagholi,Kolte Patil Ivy Villa,4 - 5 years,100 feet,3,,2,,New,2,East,Garden View,Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Lift Available,Sports Facility"
3900000,2 BHK Apartment ,"1,000 sq ft",,"₹ 3,900/ sq ft ",,"Ready to move,Unfurnished",,Wagholi,Bhandari Savannah,4 - 5 years,100 feet,2,"4, ",2,9,Resale,1,East,"Pool View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",
4200000,2 BHK Apartment ,"1,002 sq ft",,"₹ 4,191/ sq ft ",,"Ready to move,Unfurnished",,Wagholi,Diamond White Stone,1 - 2 years,100 feet,2,"7, ",1,11,Resale,1,East,"Road View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility
6600000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,420/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"1, ",,14,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6600000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,420/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"1, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6700000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,517/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"2, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6700000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,517/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"3, ",,14,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6700000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,517/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"3, ",,14,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
10200000,2 BHK Apartment ,"1,554 sq ft",760 sq ft,"₹ 6,563/ sq ft ",1 rooms( study room ),"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"3, ",,14,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6800000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,614/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"4, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
7200000,2 BHK Apartment ,"1,088 sq ft",672 sq ft,"₹ 6,617/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"4, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6900000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,712/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"6, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
7300000,2 BHK Apartment ,"1,088 sq ft",672 sq ft,"₹ 6,709/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"6, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
7300000,2 BHK Apartment ,"1,086 sq ft",670 sq ft,"₹ 6,721/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"6, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
7300000,2 BHK Apartment ,"1,086 sq ft",670 sq ft,"₹ 6,721/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"6, ",,14,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6900000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,712/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"7, ",,14,Resale,,West,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
7400000,2 BHK Apartment ,"1,077 sq ft",663 sq ft,"₹ 6,870/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"8, ",,14,Resale,,North,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6700000,2 BHK Apartment ,"1,028 sq ft",653 sq ft,"₹ 6,517/ sq ft ",,"Under Construction,Unfurnished",,Kharadi,Nirman Altius,,,2,"2, ",,14,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens",Sports Facility
6300000,2 BHK Apartment ,"1,012 sq ft",950 sq ft,"₹ 6,225/ sq ft ",,"Ready to move,Unfurnished",,Kharadi,Ratan Housing Prestige,3 - 4 years,,2,,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility
11000000,3 BHK Independent House ,"2,500 sq ft",,"₹ 4,400/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Wagholi,Kolte Patil Ivy Villa,3 - 4 years,100 feet,3,,3,2,Resale,2,East,"Road View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
22950000, Residential Plot ,"51,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Rain Water Harvesting,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
27000000, Residential Plot ,"60,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Rain Water Harvesting,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
2250000, Residential Plot ,"5,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Golden Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Swimming Pool,Jogging Track,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Sports Facility"
4500000, Residential Plot ,"10,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Golden Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Landscaped Gardens","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
9000000, Residential Plot ,"20,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Nest,,20 feet,,,,,New,2,East,"Road View, Garden View",Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Rain Water Harvesting,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
11250000, Residential Plot ,"15,000 sq ft",,₹ 750/ sq ft ,,,,Hinjewadi,Builder eureka Golden Bird Nere,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Jogging Track,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility"
6750000, Residential Plot ,"9,000 sq ft",,₹ 750/ sq ft ,,,,Hinjewadi,Builder eureka golden Bird,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Jogging Track,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility"
1500000, Residential Plot ,"2,000 sq ft",,₹ 750/ sq ft ,,,,Hinjewadi,,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Jogging Track,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility"
33750000, Residential Plot ,"45,000 sq ft",,₹ 750/ sq ft ,,,,Hinjewadi,Builder eureka Golden Bird Nere,,20 feet,,,,,New,2,West,Road View,Freehold,"Power Backup,24 X 7 Security,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track"
37500000, Residential Plot ,"50,000 sq ft",,₹ 750/ sq ft ,,,,Hinjewadi,Builder eureka golden Bird,,20 feet,,,,,New,2,West,Road View,Freehold,"Power Backup,24 X 7 Security,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track"
18450000, Residential Plot ,"41,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Rain Water Harvesting,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
6750000, Residential Plot ,"15,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Rain Water Harvesting,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
4950000, Residential Plot ,"11,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Rain Water Harvesting,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
2250000, Residential Plot ,"5,000 sq ft",,₹ 450/ sq ft ,,,,Chandkhed,Eureka Nest,,20 feet,,,,,New,2,East,Road View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Rain Water Harvesting,Landscaped Gardens,School","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility"
9000000,3 BHK Apartment ,"1,980 sq ft",,"₹ 4,545/ sq ft ",,"Ready to move,Unfurnished",,Undri,Kolte Patil 24K Allura,11 - 12 years,,3,"8, ",,9,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens"
13000000,3 BHK Apartment ,"1,515 sq ft",,"₹ 8,580/ sq ft ",,"Ready to move,Unfurnished",,Undri,Kolte Patil Elburz Hills Dales,2 - 3 years,,3,"4, ",,11,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Sports Facility,Landscaped Gardens"
7200000,2 BHK Apartment ,"1,284 sq ft",,"₹ 5,607/ sq ft ",,"Ready to move,Semi-Furnished",,Wagholi,Marvel Fria,3 - 4 years,100 feet,2,"3, ",2,12,Resale,2,East,"Pool View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC","Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
