"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","","","Lift Available,Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","650 sq ft","1","1","1 BHK Apartment ","520 sq ft","East","4, ","Wagholi","New","1","Garden View, Pool View, Road View","Freehold","","3300000","₹ 5,076/ sq ft ","","","Ready to move","12"
"dict","","","Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,335 sq ft","3","2","2 BHK Apartment ","1068 sq ft","East","7, ","NIBM","Resale","1","Garden View, Pool View, Road View","Freehold","","8300000","₹ 6,217/ sq ft ","","","Ready to move,Unfurnished","19"
"dict","","","Lift Available,Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,515 sq ft","1","3","3 BHK Apartment ","1212 sq ft","East","5, ","NIBM","Resale","1","Garden View, Pool View, Road View","Freehold","","11500000","₹ 7,590/ sq ft ","","","Ready to move,Unfurnished","8"
"dict","","","Lift Available,Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,700 sq ft","3","3","3 BHK Apartment ","1360 sq ft","East","2, ","NIBM","Resale","1","Garden View, Pool View, Road View","Freehold","","11500000","₹ 6,764/ sq ft ","","","Ready to move,Semi-Furnished","24"
"dict","1 rooms( servant room )","","Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Maintenance Staff,Wardrobe","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,700 sq ft","1","3","3 BHK Apartment ","","East","3, ","Koregaon Park","Resale","","Road View, Garden View","Freehold","","20000000","₹ 11,764/ sq ft ","","","Ready to move,Semi-Furnished","3"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,100 sq ft","1","2","2 BHK Apartment ","814 sq ft","East","6, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","8000000","₹ 7,272/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,500 sq ft","2","3","3 BHK Apartment ","1110 sq ft","East","7, ","Balewadi","New","4","Garden View","Freehold","Mar 2018","10000000","₹ 6,666/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,660 sq ft","2","3","3 BHK Apartment ","1228 sq ft","East","5, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","12000000","₹ 7,228/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,413 sq ft","2","4","4 BHK Apartment ","1784 sq ft","East","5, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","20000000","₹ 8,288/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,003 sq ft","2","3","3 BHK Apartment ","1482 sq ft","East","5, ","Pimple Nilakh","New","4","Garden View","Freehold","Dec 2019","15000000","₹ 7,488/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","2 rooms( servant room, pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,367 sq ft","2","4","4 BHK Apartment ","1751 sq ft","East","8, ","Pimple Nilakh","New","4","Garden View","Freehold","Dec 2018","18000000","₹ 7,604/ sq ft ","Kolte Patil 24K Opula","","Under Construction","19"
"dict","","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School","Sports Facility,Landscaped Gardens","1,558 sq ft","1","3","3 BHK Apartment ","","","","Aundh","Resale","","","","","16500000","₹ 10,590/ sq ft ","Pride Aloma County","","Ready to move,Unfurnished",""
"dict","1 rooms( servant room )","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,750 sq ft","1","3","3 BHK Apartment ","","","","Kalyani Nagar","Resale","","","","","17500000","₹ 10,000/ sq ft ","Raviraj Fortaleza","","Ready to move,Unfurnished",""
"dict","","3 - 4 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","620 sq ft","","1","1 BHK Apartment ","550 sq ft","East","2, ","katraj kondhwa road","Resale","2","","Freehold","","3200000","₹ 5,161/ sq ft ","","25 feet","Ready to move,Unfurnished","4"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,095 sq ft","1","1","2 BHK Apartment ","","North","3, ","Kharadi","Resale","","Road View, Garden View","Freehold","","7500000","₹ 6,849/ sq ft ","Giridhar Oasis","","Ready to move,Unfurnished","8"
"dict","1 rooms( study room )","12 - 13 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Wardrobe,Sofa,Washing Machine,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table","1,100 sq ft","1","2","2 BHK Apartment ","","East","6, ","Erandwane","Resale","","","","","15000000","₹ 13,636/ sq ft ","","","Ready to move,Furnished","12"
"dict","","1 - 2 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,120 sq ft","2","3","3 BHK Apartment ","","","","JM Road","Resale","","","","","16000000","₹ 14,285/ sq ft ","","","Ready to move,Unfurnished",""
"dict","","1 - 2 years","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,485 sq ft","2","3","3 BHK Apartment ","","","","Law collage Road","Resale","","","","","26000000","₹ 17,508/ sq ft ","","","Ready to move,Unfurnished",""
"dict","2 rooms( servant room, pooja room )","","AC","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","4,350 sq ft","2","4","4 BHK Apartment ","3219 sq ft","East","5, ","Model Colony","New","4","Garden View","Freehold","Dec 2018","74700000","₹ 17,172/ sq ft ","Builder Luxurious Apartment","","Under Construction","8"
"dict","","","Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,511 sq ft","3","3","3 BHK Apartment ","1119 sq ft","","2, ","Keshav Nagar","New","","Garden View, Pool View, Road View","Freehold","Jun 2018","7828000","₹ 5,180/ sq ft ","","","Under Construction","9"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,ATM","Sports Facility","1,400 sq ft","","3","3 BHK Apartment ","","West","","Undri","New","","","Co-Operative Society","Dec 2018","6440000","₹ 4,600/ sq ft ","Godrej Prana","","Under Construction",""
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,400 sq ft","2","3","3 BHK Apartment ","1036 sq ft","East","5, ","Hinjewadi","New","4","Garden View","Freehold","Dec 2018","8000000","₹ 5,714/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
