"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,010 sq ft","1","2","2 BHK Apartment ","","East","7, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","7000000","₹ 6,930/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,535 sq ft","2","3","3 BHK Apartment ","","East","6, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","12000000","₹ 7,817/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC","Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,000 sq ft","2","3","3 BHK Apartment ","","East","6, ","Pimple Nilakh","New","4","Garden View","Freehold","Dec 2019","14400000","₹ 7,200/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,School,Hospital,ATM","","1,000 sq ft","1","2","2 BHK Apartment ","","East","4, ","Wakad","New","4","Garden View","Freehold","Jul 2019","7000000","₹ 7,000/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,500 sq ft","2","3","3 BHK Apartment ","","East","5, ","Wakad","New","4","Garden View","Freehold","Jun 2019","9500000","₹ 6,333/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,000 sq ft","1","2","2 BHK Apartment ","","West","7, ","Hinjewadi","New","4","Garden View","Freehold","Dec 2018","5500000","₹ 5,500/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,433 sq ft","2","3","3 BHK Apartment ","","West","9, ","Hinjewadi","New","4","Garden View","Freehold","","8500000","₹ 5,931/ sq ft ","Builder Luxurious Apartment","","Ready to move","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,000 sq ft","1","2","2 BHK Apartment ","","East","6, ","Bavdhan","New","4","Garden View","Freehold","Mar 2018","7000000","₹ 7,000/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,480 sq ft","2","3","3 BHK Apartment ","","East","4, ","Bavdhan","New","4","Garden View","Freehold","Mar 2018","9000000","₹ 6,081/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","2 rooms( servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC","Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","5,115 sq ft","3","5","4 BHK Apartment ","","East","6, ","Aundh","New","4","Garden View","Freehold","","61380000","₹ 12,000/ sq ft ","Builder Luxurious Apartment","","Ready to move","12"
"dict","1 rooms( pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,290 sq ft","2","2","2 BHK Apartment ","","East","4, ","Baner","New","4","Garden View","Freehold","","8500000","₹ 6,589/ sq ft ","Builder Luxurious Apartment","","Ready to move","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,740 sq ft","2","3","3 BHK Apartment ","","East","7, ","Baner","New","4","Garden View","Freehold","Dec 2018","14000000","₹ 8,045/ sq ft ","Builder Luxurious Apartment","","Under Construction","11"
"dict","2 rooms( servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","3,300 sq ft","2","4","4 BHK Apartment ","","East","7, ","Baner","New","4","Garden View","Freehold","","30000000","₹ 9,090/ sq ft ","Builder Luxurious Apartment","","Ready to move","12"
"dict","1 rooms( pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,290 sq ft","2","2","2 BHK Apartment ","","East","4, ","Balewadi","New","4","Garden View","Freehold","","8500000","₹ 6,589/ sq ft ","Builder Luxurious Apartment","","Ready to move","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,740 sq ft","2","3","3 BHK Apartment ","","East","8, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","14000000","₹ 8,045/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,150 sq ft","1","2","2 BHK Apartment ","","East","6, ","Wakad","New","4","Garden View","Freehold","Jun 2019","8000000","₹ 6,956/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","2 rooms( servant room, pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","4,000 sq ft","2","4","4 BHK Apartment ","","East","7, ","Aundh","New","4","Garden View","Freehold","Jun 2019","40000000","₹ 10,000/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,605 sq ft","2","3","3 BHK Apartment ","","East","5, ","Baner","New","4","Garden View","Freehold","Dec 2018","12000000","₹ 7,476/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","2 rooms( servant room, pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,606 sq ft","2","4","4 BHK Apartment ","","East","9, ","Baner","New","4","Garden View","Freehold","","28000000","₹ 10,744/ sq ft ","Builder Luxurious Apartment","","Ready to move","12"
"dict","1 rooms( pooja room )","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,150 sq ft","1","2","2 BHK Apartment ","","East","7, ","Balewadi","New","4","","Freehold","","7500000","₹ 6,521/ sq ft ","Builder Luxurious Apartment","","Ready to move","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","1,605 sq ft","2","3","3 BHK Apartment ","","East","7, ","Balewadi","New","4","Garden View","Freehold","Dec 2018","12000000","₹ 7,476/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
"dict","1 rooms( pooja room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","952 sq ft","1","2","2 BHK Apartment ","","East","7, ","Hinjewadi","New","4","Garden View","Freehold","Dec 2018","5500000","₹ 5,777/ sq ft ","Builder Luxurious Apartment","","Under Construction","12"
