"_type","additionalrooms","age","amenitiesavailable","amenitiesnot","area","balconies","bathroom","bhk","carpetarea","facing","floor","locality","neworold","opensides","overlooking","ownership","possesiondate","price","pricepersquare","projectname","roadfaceing","status","totalfloor"
"dict","1 rooms( study room )","9 years","Car Parking,Power Backup,24 X 7 Security,Wardrobe,BED","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,500 sq ft","1","2","2 BHK Apartment ","1100 sq ft","East","2, ","Nigdi","Resale","2","","","","6500000","₹ 4,333/ sq ft ","BG Group Vastu","10 feet","Ready to move,Semi-Furnished","3"
"dict","1 rooms( study room )","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,Hospital","Sports Facility","950 sq ft","2","2","2 BHK Apartment ","715 sq ft","West","2, ","Kondhwa","New","2","Corner, Garden View, Pool View, Road View","Freehold","Dec 2020","7100000","₹ 7,473/ sq ft ","","150 feet","Under Construction","15"
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens,ATM","","1,238 sq ft","","2","2 BHK Apartment ","917 sq ft","East","7, ","Hinjewadi","New","3","Corner, Garden View","Freehold","Sep 2021","7500000","₹ 6,058/ sq ft ","Godrej 24","","Under Construction","17"
"dict","1 rooms( servant room )","19 - 20 years","Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Microwave,Dining Table,BED","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility,Gas connection","3,150 sq ft","2","5","4 BHK Villa ","2205 sq ft","East","","Koregaon Park","Resale","1","","","","36500000","₹ 11,587/ sq ft ","","","Ready to move,Furnished","2"
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Gas connection,BED","Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table","1,600 sq ft","","3","3 BHK Apartment ","","SouthWest","8, ","Kharadi","Resale","3","Road View","Freehold","","9200000","₹ 5,750/ sq ft ","Geras Emerald City","60 feet","Ready to move,Semi-Furnished","8"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Landscaped Gardens","","940 sq ft","","2","2 BHK Apartment ","","East","7, ","Kharadi","New","2","Corner, Garden View, Pool View, Road View","Freehold","","6800000","₹ 7,234/ sq ft ","Duville Estates Riverdale Heights","50 feet","Ready to move","23"
"dict","","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","589 sq ft","","1","1 BHK Apartment ","436 sq ft","East","5, ","Manjari","New","","Corner, Garden View, Pool View, Road View","Freehold","","3200000","₹ 5,432/ sq ft ","Dreams Avani","50 feet","Ready to move","12"
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","630 sq ft","","1","1 BHK Apartment ","","East","6, ","Manjari","New","1","Corner, Garden View, Pool View, Road View","Freehold","","4200000","₹ 6,666/ sq ft ","Kalpataru Serenity","50 feet","Ready to move","12"
"dict","","1 - 2 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,650 sq ft","3","3","3 BHK Apartment ","","NorthWest","11, ","Kharadi","New","","Road View, Garden View","Freehold","","13500000","₹ 8,181/ sq ft ","Kolte Patil Tuscan Estate Phase I and Phase II","","Ready to move","12"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,Sofa,Dining Table,BED","TV,Refrigerator,Wifi,Gas connection","1,475 sq ft","2","2","2 BHK Apartment ","","West","7, ","Kalyani Nagar","Resale","","Road View, Garden View","Freehold","","17500000","₹ 11,864/ sq ft ","The Landmark Garden","","Ready to move,Furnished","12"
"dict","","3 - 4 years","Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Lift Available,24 X 7 Security,Sports Facility,Landscaped Gardens","800 sq ft","1","1","1 BHK Apartment ","","West","9, ","Viman Nagar","Resale","","Road View, Garden View","Freehold","","6000000","₹ 7,500/ sq ft ","Rohan Mithila","","Ready to move,Unfurnished","11"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","980 sq ft","2","2","2 BHK Apartment ","","West","1, ","Viman Nagar","Resale","","Road View, Garden View","Freehold","","7000000","₹ 7,142/ sq ft ","Gulmohar Neco Garden","","Ready to move,Unfurnished","5"
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,650 sq ft","3","3","3 BHK Apartment ","","NorthEast","9, ","Kharadi","Resale","","Garden View, Pool View, Road View","Freehold","","11100000","₹ 6,727/ sq ft ","Karia Konark Eureka","","Ready to move,Unfurnished","11"
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","","1,630 sq ft","3","2","3 BHK Apartment ","","East","7, ","Kharadi","Resale","","Garden View, Pool View, Road View","Freehold","","9100000","₹ 5,582/ sq ft ","Bhandari Acolade","","Ready to move,Unfurnished","7"
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,000 sq ft","2","2","2 BHK Apartment ","","West","1, ","Viman Nagar","Resale","","Road View, Garden View","Freehold","","7000000","₹ 7,000/ sq ft ","Gulmohar Neco Garden","","Ready to move,Unfurnished","5"
"dict","","7 - 8 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,Hospital,ATM","Gymnasium,Swimming Pool","950 sq ft","2","2","2 BHK Apartment ","","North","7, ","Kharadi","Resale","","Road View, Garden View","Freehold","","5200000","₹ 5,473/ sq ft ","","","Ready to move,Unfurnished","7"
"dict","","8 - 9 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,Sofa,BED","TV,Refrigerator,Wifi,Dining Table,Gas connection","2,100 sq ft","3","3","3 BHK Apartment ","","North","7, ","Kharadi","Resale","","Garden View, Pool View, Road View","Freehold","","13000000","₹ 6,190/ sq ft ","Marvel Enigma","","Ready to move,Furnished","9"
"dict","","8 - 9 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,Sofa,BED","TV,Refrigerator,Wifi,Dining Table,Gas connection","1,350 sq ft","2","2","2 BHK Apartment ","","East","8, ","Viman Nagar","Resale","","Road View, Garden View","Freehold","","10000000","₹ 7,407/ sq ft ","Lunkad Amazon","","Ready to move,Furnished","8"
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Landscaped Gardens","1,245 sq ft","2","2","2 BHK Apartment ","","West","7, ","Viman Nagar","Resale","","Road View, Garden View","Freehold","","8500000","₹ 6,827/ sq ft ","Lalwani Vastu","","Ready to move,Unfurnished","10"
"dict","","1 - 2 years","Children's play area,Club House,Sports Facility,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track","1,022 sq ft","2","2","2 BHK Apartment ","","East","9, ","Kharadi","New","","Road View, Garden View","Freehold","","6300000","₹ 6,164/ sq ft ","","","Ready to move","11"
"dict","","1 - 2 years","Children's play area,Club House,Sports Facility,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track","1,013 sq ft","2","2","2 BHK Apartment ","","West","9, ","Kharadi","New","","Pool View, Garden View","Freehold","","6200000","₹ 6,120/ sq ft ","","","Ready to move","11"
"dict","","","Lift Available,Rain Water Harvesting,Landscaped Gardens","Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","650 sq ft","","2","2 BHK Apartment ","500 sq ft","West","","Kharadi","Resale","","Corner, Garden View, Pool View, Road View","Leasehol","Dec 2018","6800000","₹ 10,461/ sq ft ","Goel Ganga Arcadia C Building","","Under Construction,Unfurnished","8"
"dict","2 rooms( study room, pooja room )","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Wardrobe,BED","Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","720 sq ft","2","2","2 BHK Apartment ","540 sq ft","East","9, ","Hadapsar","Resale","1","Road View, Garden View","Freehold","","5500000","₹ 7,638/ sq ft ","Siddhivinayak Selene Park","20 feet","Ready to move,Semi-Furnished","9"
"dict","2 rooms( study room, pooja room )","4 - 5 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens","Sports Facility","850 sq ft","2","2","2 BHK Apartment ","638 sq ft","East","1, ","Hadapsar","Resale","1","Road View, Garden View","Freehold","","4500000","₹ 5,294/ sq ft ","Siddhivinayak Selene Park","20 feet","Ready to move,Unfurnished","8"
"dict","2 rooms( study room, pooja room )","5 - 6 years","Power Backup,24 X 7 Security,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","820 sq ft","2","2","2 BHK Apartment ","615 sq ft","East","2, ","Hadapsar Fursungi Road","Resale","1","Road View, Garden View","Freehold","","3300000","₹ 4,024/ sq ft ","Builder AMEY RESIDENCY","20 feet","Ready to move,Unfurnished","3"
"dict","1 rooms( pooja room )","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Wardrobe,Refrigerator,Sofa,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Wifi,Dining Table,Gas connection","580 sq ft","1","1","1 BHK Apartment ","435 sq ft","East","1, ","Kale Padal","Resale","1","","","","3200000","₹ 5,517/ sq ft ","Builder suyash shrushti","20 feet","Ready to move,Semi-Furnished","7"
"dict","1 rooms( pooja room )","5 - 6 years","Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","600 sq ft","1","1","1 BHK Apartment ","450 sq ft","East","3, ","Hadapsar","Resale","","Road View","Freehold","","2700000","₹ 4,500/ sq ft ","Kuber Shrusti","20 feet","Ready to move,Unfurnished","11"
"dict","","0 - 1 year","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","555 sq ft","1","1","1 BHK Apartment ","","","","Narhe","Resale","","","","","2300000","₹ 4,144/ sq ft ","Builder sai smurti building narhe","","Ready to move,Unfurnished",""
"dict","","0 - 1 year","Lift Available,Car Parking","Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","560 sq ft","","1","1 BHK Apartment ","","","","Dhayari","Resale","","","","","2500000","₹ 4,464/ sq ft ","Builder laxmi residency raikar mala dhyari","","Ready to move,Unfurnished",""
"dict","","","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Swimming Pool,Intercom,Rain Water Harvesting,Landscaped Gardens,Wardrobe,Sofa,Washing Machine,Gas connection,BED","Gymnasium,Sports Facility,Jogging Track,AC,TV,Refrigerator,Wifi,Dining Table","900 sq ft","","","2 BHK Apartment ","","","","Dhayari","Resale","","","","","8500000","₹ 9,444/ sq ft ","Mantra Majestique Builders Miami Apartments","","Ready to move,Furnished",""
"dict","","15 - 16 years","Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility","565 sq ft","1","1","1 BHK Apartment ","","East","1, ","Katraj","Resale","1","Road View","","","3600000","₹ 6,371/ sq ft ","","","Ready to move,Unfurnished","4"
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Swimming Pool,Sports Facility","850 sq ft","2","2","2 BHK Apartment ","","East","7, ","Ambegaon Bk","Resale","1","Road View","","","4400000","₹ 5,176/ sq ft ","","","Ready to move,Unfurnished","7"
"dict","","20 - 21 years","Car Parking,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,Power Backup,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","515 sq ft","1","1","1 BHK Apartment ","","South","3, ","Dhanakwadi","Resale","1","Road View, Pool View","","","2100000","₹ 4,077/ sq ft ","","","Ready to move,Unfurnished","5"
"dict","","2 - 3 years","Car Parking,Power Backup,24 X 7 Security,Children's play area,Maintenance Staff","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,400 sq ft","3","3","3 BHK Apartment ","","East","1, ","Chinchwad","Resale","","","","","7500000","₹ 5,357/ sq ft ","","","Ready to move,Unfurnished","5"
"dict","","3 - 4 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","780 sq ft","1","1","2 BHK Apartment ","","East","2","Hadapsar","Resale","","Garden View","Freehold","","4000000","₹ 5,128/ sq ft ","Dreams Elina","780 feet","Ready to move,Unfurnished",""
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Sports Facility","1,050 sq ft","1","2","2 BHK Apartment ","","","3, ","Hadapsar","Resale","","Garden View","Freehold","","4800000","₹ 4,571/ sq ft ","Runwal Seagull","100 feet","Ready to move,Unfurnished","11"
"dict","","","Children's play area,Club House,Jogging Track,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Sports Facility","2,725 sq ft","",""," Residential Plot ","","East","","Pargaon","New","2","","","","2180000","₹ 800/ sq ft ","Bhandari Terranova","50 feet","",""
"dict","","","Children's play area,Club House,Jogging Track,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Sports Facility","2,340 sq ft","",""," Residential Plot ","","East","","Pargaon","New","2","","","","1875200","₹ 801/ sq ft ","Bhandari Terranova","50 feet","",""
"dict","","","Children's play area,Club House,Jogging Track,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Sports Facility","4,766 sq ft","",""," Residential Plot ","","East","","Pargaon","New","2","","","","3812800","₹ 800/ sq ft ","Bhandari Terranova","50 feet","",""
"dict","","","Children's play area,Club House,Jogging Track,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Sports Facility","3,007 sq ft","",""," Residential Plot ","","East","","Pargaon","New","2","","","","2405600","₹ 800/ sq ft ","Bhandari Terranova","50 feet","",""
"dict","","","Lift Available,24 X 7 Security,Jogging Track,Rain Water Harvesting","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","555 sq ft","","1","1 BHK Apartment ","","East","4","Hadapsar","New","","","Freehold","","2011390","₹ 3,624/ sq ft ","Builder Sharjah Castle","","Under Construction",""
"dict","","0 - 1 year","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Swimming Pool,Indoor Games,Jogging Track,Landscaped Gardens","Club House,Gymnasium,Sports Facility","938 sq ft","","2","2 BHK Apartment ","","","","Dhayari","Resale","","","","","5800000","₹ 6,183/ sq ft ","Nanded Madhuvanti","","Ready to move,Unfurnished","11"
"dict","","2 - 3 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility","1,008 sq ft","2","2","2 BHK Apartment ","","","","Kharadi","Resale","","","","","6500000","₹ 6,448/ sq ft ","Ratan Housing Prestige","","Ready to move,Unfurnished",""
"dict","","5 - 6 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,000 sq ft","1","2","2 BHK Apartment ","750 sq ft","","","Kharadi","Resale","","","","","7300000","₹ 7,300/ sq ft ","Bhandari Everglade","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Landscaped Gardens","Children's play area,Swimming Pool,Sports Facility","900 sq ft","1","2","2 BHK Apartment ","650 sq ft","","","Sopan Baug","Resale","","","","","6100000","₹ 6,777/ sq ft ","Raviraj Citadel Empress","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Power Backup,24 X 7 Security,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","865 sq ft","","2","2 BHK Apartment ","","East","2","Hadapsar","Resale","","","Co-Operative Society","","3600000","₹ 4,161/ sq ft ","Builder Todakar Township","","Ready to move,Unfurnished",""
"dict","","6 - 7 years","Lift Available,Power Backup,24 X 7 Security,Jogging Track,Intercom","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,014 sq ft","","2","2 BHK Apartment ","","East","2","Dhayari","New","","","Co-Operative Society","","5900000","₹ 5,818/ sq ft ","Dharmavat Sunder Sankul","","Ready to move",""
"dict","","7 - 8 years","Lift Available,Car Parking,Children's play area,Club House,Gymnasium,Multipurpose Room,Landscaped Gardens","Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,120 sq ft","1","2","2 BHK Apartment ","","","","Undri","Resale","","","","","6200000","₹ 5,535/ sq ft ","Kumar Princetown Towers","","Ready to move,Unfurnished",""
"dict","","","","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","18,000 sq ft","",""," Residential Plot ","","East","","Kharabwadi","New","2","","","","19000000","₹ 1,055/ sq ft ","Builder NAtional defence Academy","150 feet","",""
